Opinion,Question,Answer,Sentiment,Confusion,Urgency,CourseType,forum_post_id,course_display_name,forum_uid,created_at,post_type,anonymous,anonymous_to_peers,up_count,comment_thread_id,reads
1,0,0,5.5,2.5,3,Education,5224d9c7005f2d1200000027,Education/EDUC115N/How_to_Learn_Math,0A2366CD6CDCDF27E0BDC6EE7FBD0550,02-09-2013 18:32,Comment,FALSE,FALSE,1,51f93d202b8ed90a0000009e,118
1,0,0,6,3,3,Education,51e48af82862790a000002d2,Education/EDUC115N/How_to_Learn_Math,4DDD03EA22F5390078720AEAC6B284EF,15-07-2013 23:51,Comment,FALSE,FALSE,0,51e48989286279160000035a,39
1,0,0,3.5,4,3,Education,520309893ea6941600000034,Education/EDUC115N/How_to_Learn_Math,14F52527793C925E6DAD2423814E323F,08-08-2013 02:59,CommentThread,FALSE,FALSE,0,None,3
1,0,0,4.5,3.5,3,Education,51eaab320ad94c0a00000010,Education/EDUC115N/How_to_Learn_Math,0622B48B71B7276ED7B5575B8513664D,20-07-2013 15:22,Comment,FALSE,FALSE,0,51e8649873317f16000000d0,27
1,0,0,3.5,2.5,3,Education,51e40f1b286279120000005b,Education/EDUC115N/How_to_Learn_Math,79C1AF083286BAB2FE86986B780E11C5,15-07-2013 15:02,CommentThread,FALSE,FALSE,2,None,65
1,0,0,5,3,3,Education,520bc1310ff67a0e0000001d,Education/EDUC115N/How_to_Learn_Math,41D074231E775B176298F4A191BE8279,14-08-2013 17:41,CommentThread,FALSE,FALSE,0,None,6
1,0,0,4,3.5,3,Education,522514a32c501f1600000013,Education/EDUC115N/How_to_Learn_Math,30CADB93E6DE4711193D7BD05F2AE95C,02-09-2013 22:43,CommentThread,FALSE,FALSE,1,None,48
1,0,0,4,3.5,3,Education,522b3682153b641200000005,Education/EDUC115N/How_to_Learn_Math,9CB0EB3B6C163FE423C2F7E2D37723F6,07-09-2013 14:21,CommentThread,TRUE,FALSE,0,None,6
1,0,0,7,3,3,Education,5202c1743ea6940a0000000c,Education/EDUC115N/How_to_Learn_Math,6C656F96A276FEEAADAEC56CC2ED81AE,07-08-2013 21:51,Comment,FALSE,FALSE,1,51f93d202b8ed90a0000009e,118
1,0,0,3.5,3.5,3,Education,51e62403e339d712000002f6,Education/EDUC115N/How_to_Learn_Math,37139367922BBBC5C9AE81B156CCE259,17-07-2013 04:56,CommentThread,FALSE,FALSE,1,None,7
1,0,1,4.5,3,3,Education,523a5abc43bfdd120000001c,Education/EDUC115N/How_to_Learn_Math,D99CBE9B9F951F3A16D9B6FC54A4538F,19-09-2013 02:00,CommentThread,FALSE,FALSE,0,None,2
1,0,0,4.5,3.5,3,Education,51f1d923c106890a00000079,Education/EDUC115N/How_to_Learn_Math,4A48AD5B46CF54D598A9DFC493A8FCFA,26-07-2013 02:04,CommentThread,FALSE,FALSE,1,None,7
1,1,0,4,5,3.5,Education,520869030757f10e00000026,Education/EDUC115N/How_to_Learn_Math,D76E0723AFE583119679BF2092DE7B1F,12-08-2013 04:48,CommentThread,FALSE,FALSE,0,None,20
1,0,0,5.5,2,3,Education,51fe55432c9f281600000060,Education/EDUC115N/How_to_Learn_Math,4F5BE396A0CE508CC6AA29C34BE09A5A,04-08-2013 13:21,CommentThread,FALSE,FALSE,0,None,5
1,0,0,5.5,3.5,3,Education,520d1bd021b8030a00000015,Education/EDUC115N/How_to_Learn_Math,3E5534215447339B5A612CB3FBF3220B,15-08-2013 18:20,CommentThread,FALSE,FALSE,0,None,2
1,0,0,6.5,3,3,Education,521832a1fea6d60e00000020,Education/EDUC115N/How_to_Learn_Math,25425A545336AF8E2C13F3917B5420D9,24-08-2013 04:12,CommentThread,FALSE,FALSE,0,None,17
1,0,0,7,3,3,Education,52093d190757f11600000067,Education/EDUC115N/How_to_Learn_Math,09FAAB428ABEF27ED1AA21B2F0CEF98D,12-08-2013 19:52,CommentThread,FALSE,FALSE,0,None,3
1,0,0,4,3,3,Education,523c75a12911a80e00000039,Education/EDUC115N/How_to_Learn_Math,1ED3851E985061C1EDC9295A0DD84296,20-09-2013 16:19,Comment,FALSE,FALSE,0,523c68da4921951600000005,4
1,0,0,3.5,6,5.5,Education,5209870e84e4c6120000000a,Education/EDUC115N/How_to_Learn_Math,9DB82D904C9744E33F93811D6874D554,13-08-2013 01:08,CommentThread,FALSE,FALSE,0,None,150
1,0,0,3.5,4.5,3,Education,523615accb1995120000001a,Education/EDUC115N/How_to_Learn_Math,A63F6AFDCCF1200CF24D3994BC5867A2,15-09-2013 20:16,CommentThread,FALSE,FALSE,0,None,10
1,0,0,4.5,3,3,Education,51e6b7cba3356912000000c5,Education/EDUC115N/How_to_Learn_Math,E951F2372444BC920A64569421AB8BA6,17-07-2013 15:27,CommentThread,FALSE,FALSE,0,None,1
1,0,0,4.5,3.5,3,Education,5201f950ad4a410a000000be,Education/EDUC115N/How_to_Learn_Math,4D22D6FFE106D0423BD5D28C5B82972A,07-08-2013 07:37,CommentThread,FALSE,FALSE,0,None,5
1,0,0,4,2,3,Education,51e3e5912862790a00000010,Education/EDUC115N/How_to_Learn_Math,A37F3D34CDF1EF9223D0D618C6243227,15-07-2013 12:05,Comment,FALSE,FALSE,0,51e39a8ebf19510a00000040,1117
0,1,0,5,5.5,4.5,Education,51f0642aa7f5660e000000a4,Education/EDUC115N/How_to_Learn_Math,66120A76C8D478189AC0440522F22CD0,24-07-2013 23:32,Comment,FALSE,FALSE,0,51f015b0a7f566150000004d,17
1,0,0,4.5,2.5,3,Education,523dae61e11ed8160000002b,Education/EDUC115N/How_to_Learn_Math,CDD91978D849406D65444E67CFD04DE1,21-09-2013 14:34,CommentThread,FALSE,FALSE,0,None,2
1,0,0,5,4,3,Education,51fabcbb8d66ce1600000043,Education/EDUC115N/How_to_Learn_Math,D370BE8FFD44BC4D91EC9608DDC1A1A3,01-08-2013 19:53,CommentThread,FALSE,FALSE,0,None,3
1,0,0,3.5,3.5,3,Education,5215f643f32989120000004e,Education/EDUC115N/How_to_Learn_Math,42F143317B4670A7F17932F4048AA6AB,22-08-2013 11:30,Comment,FALSE,FALSE,0,5215bdb4f329891600000039,12
1,0,0,5,2,3,Education,51e9dffd626eff8808000034,Education/EDUC115N/How_to_Learn_Math,73689B03C3CE987AB554F71EC9C24664,20-07-2013 00:55,Comment,FALSE,FALSE,0,51e82812e8a5120a000000b6,47
1,0,0,3.5,4,3,Education,51faf741fc3e531600000039,Education/EDUC115N/How_to_Learn_Math,CA2EDE4792FAC086667E6B026A92EE43,02-08-2013 00:03,CommentThread,FALSE,FALSE,0,None,3
1,0,1,5,3,3.5,Education,5200c788cc1dac0a000000d6,Education/EDUC115N/How_to_Learn_Math,6D6785A5187FE5E94A6C28E6177CA6B9,06-08-2013 09:53,Comment,FALSE,FALSE,0,51fde7c953dc970a00000075,19
1,0,0,4,3.5,3,Education,523757542c3aff160000001a,Education/EDUC115N/How_to_Learn_Math,4677CF5BE263648DFBFA310B0619A8DC,16-09-2013 19:09,CommentThread,FALSE,FALSE,0,None,3
1,0,0,4.5,2,2.5,Education,51f5f0d6e061190e00000053,Education/EDUC115N/How_to_Learn_Math,4F8F58AB5AB4C5D80A8A0CC6EA337BA3,29-07-2013 04:34,CommentThread,FALSE,FALSE,0,None,65
0,0,0,4,3.5,3,Education,52196d4192bafe0a00000047,Education/EDUC115N/How_to_Learn_Math,E166FC3F548B47262193197F0B719AC4,25-08-2013 02:34,CommentThread,FALSE,FALSE,0,None,9
1,0,0,4.5,2,2.5,Education,51fb0321fc3e53160000003c,Education/EDUC115N/How_to_Learn_Math,96877F7860E68F8864B8C01CF7F97E33,02-08-2013 00:53,CommentThread,FALSE,FALSE,0,None,22
1,0,1,5,3,3,Education,520d811421b8031200000043,Education/EDUC115N/How_to_Learn_Math,50CFD3004FDD96783BEB3BE6983F7F73,16-08-2013 01:32,Comment,FALSE,FALSE,0,520d7247df41370e00000088,4
1,0,0,4,3.5,2.5,Education,52324431df73aa1100000039,Education/EDUC115N/How_to_Learn_Math,0FEF8CCD656AAD5D874B114B4D225077,12-09-2013 22:46,Comment,FALSE,FALSE,0,523232246330f60a00000021,6
1,1,0,3,3.5,2.5,Education,51e8629173317f0e000000cc,Education/EDUC115N/How_to_Learn_Math,833CC6AAC27F7171F9DD0457BDDE01F6,18-07-2013 21:48,Comment,FALSE,FALSE,0,51e43a0d28627916000000f3,30
1,0,0,4,3,2.5,Education,52004194cc1dac0a00000097,Education/EDUC115N/How_to_Learn_Math,E951F2372444BC920A64569421AB8BA6,06-08-2013 00:21,Comment,FALSE,FALSE,0,520040b3cc1dac0a00000095,11
1,0,0,5,2.5,3,Education,51e6db91a335690a000000fc,Education/EDUC115N/How_to_Learn_Math,9E32E68ADF6C119A228B6F2758F7D7F6,17-07-2013 17:59,Comment,FALSE,FALSE,0,51e62403e339d7160000030a,29
1,0,0,5.5,2.5,3,Education,522b9e0871693b1600000006,Education/EDUC115N/How_to_Learn_Math,6A66EB2E12804F80890528A35E6B6A66,07-09-2013 21:43,CommentThread,FALSE,FALSE,0,None,2
0,1,0,4,4,5,Education,520f465567a0ef0e00000024,Education/EDUC115N/How_to_Learn_Math,BC0C9ADFCFB52DD85B4A29EE6CA21D52,17-08-2013 09:45,CommentThread,FALSE,FALSE,0,None,10
1,0,0,7,3,3,Education,51fabd638d66ce1600000045,Education/EDUC115N/How_to_Learn_Math,23D02E60E155B162901EE6CE6DCA1D08,01-08-2013 19:56,CommentThread,FALSE,FALSE,0,None,3
1,0,0,6.5,3,2.5,Education,51e800e773317f0e00000036,Education/EDUC115N/How_to_Learn_Math,8DA415CD08539415C1D68B0734A09851,18-07-2013 14:51,Comment,FALSE,FALSE,0,51e6eff9a335690e00000115,14
1,0,0,5.5,3.5,3,Education,520d84d7d3941a1600000002,Education/EDUC115N/How_to_Learn_Math,6BAF09648CE7678227E1700CFC87E7AC,16-08-2013 01:48,CommentThread,FALSE,FALSE,0,None,39
1,0,0,4.5,3,3,Education,521fd6228b435d1200000011,Education/EDUC115N/How_to_Learn_Math,451A414234193D64BA37DF826B02D7CC,29-08-2013 23:15,CommentThread,FALSE,FALSE,0,None,2
1,0,0,4.5,3,2.5,Education,51fbe1700d1d360e00000024,Education/EDUC115N/How_to_Learn_Math,7BE1301E3E190C8D9BF6014A9B6E1797,02-08-2013 16:42,CommentThread,FALSE,FALSE,0,None,14
1,0,0,4,3.5,3,Education,51e4e8fe2862791200000517,Education/EDUC115N/How_to_Learn_Math,601D708927651306F9D471C0C8107DAD,16-07-2013 06:32,Comment,FALSE,FALSE,0,51e42c6b2862790e000000a5,53
1,0,0,5.5,2.5,3,Education,5201a8f7ad4a410e0000009a,Education/EDUC115N/How_to_Learn_Math,622083FA2740AF05275E7EB6A4AC58D6,07-08-2013 01:55,CommentThread,FALSE,FALSE,2,None,54
0,1,0,3,4.5,5,Education,52037d6b93ef5916000000a5,Education/EDUC115N/How_to_Learn_Math,5D182160542721787B75708DE52A3434,08-08-2013 11:13,CommentThread,FALSE,FALSE,0,None,36
0,0,0,5.5,3.5,2.5,Education,51f16b6ac106890a0000003e,Education/EDUC115N/How_to_Learn_Math,7FCFC64E683E0D0BF87A868E461D1DDD,25-07-2013 18:16,Comment,FALSE,FALSE,0,51f169d629836b1600000019,116
1,0,0,4,3.5,2.5,Education,51e5ffc7a335690a00000034,Education/EDUC115N/How_to_Learn_Math,48EB5596D148FF2F6EFDB6E7F048685B,17-07-2013 02:21,CommentThread,FALSE,FALSE,0,None,12
1,0,0,4.5,3.5,3,Education,520e66d4d3941a0a00000054,Education/EDUC115N/How_to_Learn_Math,BB43FC482413598DD99A5C23EA8530AD,16-08-2013 17:52,CommentThread,FALSE,FALSE,0,None,3
1,0,0,4,3.5,3,Education,5235d5e597adf90e00000007,Education/EDUC115N/How_to_Learn_Math,CE6D2296B1D625BDCD4877799D7A8FBF,15-09-2013 15:44,CommentThread,FALSE,FALSE,0,None,2
1,0,0,6.5,3.5,3,Education,523d02534921951200000019,Education/EDUC115N/How_to_Learn_Math,38D41B74A913FF7C98DBA837B40DA5E8,21-09-2013 02:20,CommentThread,FALSE,FALSE,0,None,5
1,0,0,5,3,3,Education,523e9ce5d8fddebd0a00003c,Education/EDUC115N/How_to_Learn_Math,19B694A721B42BCD442E1AE84E129E13,22-09-2013 07:31,CommentThread,FALSE,FALSE,0,None,8
1,0,0,3.5,2.5,2.5,Education,521a0ea97d48e11600000038,Education/EDUC115N/How_to_Learn_Math,3B331B38F4E528E836D61B1E8B720CAF,25-08-2013 14:03,Comment,FALSE,FALSE,0,520ac98584e4c60e0000008c,140
1,0,0,5.5,3.5,3,Education,52015db7b65d7d120000000b,Education/EDUC115N/How_to_Learn_Math,A6A08E7FD0D90A7935C9D795815FB87E,06-08-2013 20:33,Comment,FALSE,FALSE,0,51fd3a2453dc970e0000001e,35
0,0,0,4,4,1,Education,522fd82fe41641120000000b,Education/EDUC115N/How_to_Learn_Math,9A5AAE0EA72BFEAB2176BAB92AC22976,11-09-2013 02:40,Comment,FALSE,FALSE,0,521f660ab7d1890e00000012,19
1,0,0,4.5,3.5,3,Education,520d9374d3941a0e00000013,Education/EDUC115N/How_to_Learn_Math,6B8A3A68D24AFCDAFF7EB56D3F190FBC,16-08-2013 02:50,Comment,FALSE,FALSE,0,520d1eb121b8030e0000001f,6
1,0,0,4.5,3,2,Education,522cc0e171693b0a00000049,Education/EDUC115N/How_to_Learn_Math,F152B2F86474C0B33B19FAF801EE526C,08-09-2013 18:24,CommentThread,FALSE,FALSE,1,None,3
1,0,1,5.5,3,2.5,Education,51e49a1a2862790a00000326,Education/EDUC115N/How_to_Learn_Math,869F6A2AF378230140D9A91033976BE0,16-07-2013 00:55,Comment,FALSE,FALSE,0,51e49852286279120000037b,26
1,0,0,4,3,3,Education,520a4843d227f90e00000004,Education/EDUC115N/How_to_Learn_Math,9B90A58C439CA8CBB4C27EB946408E7B,13-08-2013 14:52,Comment,FALSE,FALSE,0,5209bbd57ad049120000007a,12
1,0,0,6,3.5,3,Education,51fc41fd0d1d361200000072,Education/EDUC115N/How_to_Learn_Math,7116CD2B2AA30E8000524DB8B45A348B,02-08-2013 23:34,Comment,FALSE,FALSE,0,51fc34027e2c520e0000001c,13
1,0,0,3.5,3.5,2.5,Education,51e9cb0aa1e51a0e0000010a,Education/EDUC115N/How_to_Learn_Math,4B95657A43BFE61C04878C83AB8BDA94,19-07-2013 23:26,Comment,FALSE,FALSE,0,51e9ba4f626eff0e0000008f,19
0,1,0,2,6,6.5,Education,52455be62be54f0a0000005e,Education/EDUC115N/How_to_Learn_Math,16F1DFA37C39AB6F74EF41BB531B8552,27-09-2013 10:20,Comment,FALSE,FALSE,0,51e8c79273317f0a00000128,1995
1,0,0,4,3.5,2.5,Education,51e56fffe339d70a000000fe,Education/EDUC115N/How_to_Learn_Math,BE5AA7C42831C2B713680C8E29009DE8,16-07-2013 16:08,CommentThread,FALSE,FALSE,0,None,21
1,0,0,5.5,3.5,2,Education,522bb32671693b0a00000011,Education/EDUC115N/How_to_Learn_Math,DFF7EE4B31A668452E9D817DCA520EF4,07-09-2013 23:13,CommentThread,FALSE,FALSE,0,None,3
1,1,0,4.5,2.5,4,Education,521cdf96f25b381200000013,Education/EDUC115N/How_to_Learn_Math,FE397EF36AFC4603EC19A29BC97D20C3,27-08-2013 17:19,Comment,FALSE,FALSE,0,521b9db1f094e01200000011,2357
1,0,0,5.5,3.5,2.5,Education,51f00ce5a7f5660e00000043,Education/EDUC115N/How_to_Learn_Math,52BF9A00C405247DCAA49F6809262D7F,24-07-2013 17:20,Comment,FALSE,FALSE,0,51f004f1c0017f0a00000019,109
1,0,0,5,3,3,Education,520edec7d59d511200000049,Education/EDUC115N/How_to_Learn_Math,AC37B37321738D54FE2AB39E83F170CF,17-08-2013 02:24,Comment,FALSE,FALSE,0,51e5b012e339d71200000211,47
1,0,0,3.5,4,3,Education,52425677a0a2c9160000005f,Education/EDUC115N/How_to_Learn_Math,47C84D16B361927219656A1FCA030175,25-09-2013 03:20,CommentThread,FALSE,FALSE,0,None,5
0,1,0,4,4.5,1.5,Education,51edd99eb81a820a000000c5,Education/EDUC115N/How_to_Learn_Math,417BE261691E0C1054D8D69571BEED1F,23-07-2013 01:17,CommentThread,FALSE,FALSE,0,None,7
1,0,0,4.5,3,2.5,Education,5209537f0757f11200000061,Education/EDUC115N/How_to_Learn_Math,FA715E17545755E53308039043FC0B33,12-08-2013 21:28,CommentThread,FALSE,FALSE,0,None,34
1,0,0,5,3,2.5,Education,51fafdfe8d66ce1200000080,Education/EDUC115N/How_to_Learn_Math,63D98FF69B9B55463744E5425AD18790,02-08-2013 00:31,CommentThread,FALSE,FALSE,0,None,1
1,0,0,4.5,3.5,2.5,Education,51e5b9dae339d70a00000245,Education/EDUC115N/How_to_Learn_Math,55210A5C7DE273A8397A1250276177A8,16-07-2013 21:23,CommentThread,FALSE,FALSE,0,None,26
1,0,0,4.5,3.5,2.5,Education,52029debb65d7d16000000bb,Education/EDUC115N/How_to_Learn_Math,429EB713C548B71E639958891D326FD6,07-08-2013 19:20,CommentThread,FALSE,FALSE,0,None,1
0,0,0,4.5,3,3,Education,520bf0f00ff67a160000002e,Education/EDUC115N/How_to_Learn_Math,0CF0B8FC080991B041614504B3C9A0CD,14-08-2013 21:04,CommentThread,FALSE,FALSE,0,None,7
1,0,0,3,3,3,Education,51f7a66699a7c60a0000000d,Education/EDUC115N/How_to_Learn_Math,4C3B65A55FC224C820E03620A5A3FD9E,30-07-2013 11:41,CommentThread,FALSE,FALSE,1,None,58
1,0,0,3,3,3,Education,5210f001af94d01200000025,Education/EDUC115N/How_to_Learn_Math,3CA13A8D7DBF536E1C83E2FA730E4379,18-08-2013 16:02,CommentThread,FALSE,FALSE,0,None,66
1,0,0,6.5,2.5,3,Education,51e84a68e8a5120a000000e3,Education/EDUC115N/How_to_Learn_Math,BA2B44B08BED71CA0CAC3A89627CA28A,18-07-2013 20:04,Comment,FALSE,FALSE,0,51e8434e73317f1600000096,21
0,0,0,5.5,3.5,1.5,Education,51e41417286279160000007e,Education/EDUC115N/How_to_Learn_Math,499C5241811604D5F0EA886761323B79,15-07-2013 15:24,Comment,FALSE,FALSE,0,51e3716ebf19510e0000001c,9313
1,0,0,5,2.5,2,Education,51ef42407446c40e000000d4,Education/EDUC115N/How_to_Learn_Math,6BAF09648CE7678227E1700CFC87E7AC,24-07-2013 02:55,Comment,FALSE,FALSE,0,51ee98677446c40e00000046,62
1,0,0,6,3.5,2.5,Education,5205a0a36ca0be1600000067,Education/EDUC115N/How_to_Learn_Math,14F52527793C925E6DAD2423814E323F,10-08-2013 02:08,CommentThread,FALSE,FALSE,0,None,5
0,0,0,4,3.5,1.5,Education,52012ea7ff03f00a000000a2,Education/EDUC115N/How_to_Learn_Math,A6A08E7FD0D90A7935C9D795815FB87E,06-08-2013 17:13,Comment,FALSE,FALSE,0,51fefa1ff09ff90a0000007f,6
1,0,0,5,3,2,Education,51f93cf52b8ed90e000000ae,Education/EDUC115N/How_to_Learn_Math,FC730E8F5515680DF154ABFD22DA3737,31-07-2013 16:36,CommentThread,FALSE,FALSE,0,None,3
1,1,0,5,3,3,Education,521a1dc0c838ab1200000013,Education/EDUC115N/How_to_Learn_Math,D29BD8084BACA922DA2319E7183A5DAF,25-08-2013 15:07,CommentThread,FALSE,FALSE,0,None,5
1,0,0,7,3.5,3,Education,51f9bd1805e4791200000046,Education/EDUC115N/How_to_Learn_Math,C9E565949E49CD1F6693E2532993394D,01-08-2013 01:42,CommentThread,FALSE,FALSE,1,None,7
1,0,0,5,3,3,Education,51f1b40b29836b1200000055,Education/EDUC115N/How_to_Learn_Math,5F3499D27369B7C9F727CF4CDEF6535D,25-07-2013 23:26,CommentThread,FALSE,FALSE,4,None,118
1,0,0,3.5,3.5,2,Education,51e8352573317f1200000075,Education/EDUC115N/How_to_Learn_Math,A40797054896E870ED82946A039E0D90,18-07-2013 18:34,CommentThread,FALSE,FALSE,0,None,6
1,0,0,3.5,3.5,2.5,Education,51e53e83e339d71600000026,Education/EDUC115N/How_to_Learn_Math,FE780F811057E5E35FD639489337E717,16-07-2013 12:37,Comment,FALSE,FALSE,0,51e53165e339d70e00000008,21
1,0,0,5.5,3,3,Education,520fd0dc67a0ef150000004f,Education/EDUC115N/How_to_Learn_Math,2A135D305F8CE1E10838E5AB0509F7C4,17-08-2013 19:37,CommentThread,FALSE,FALSE,0,None,8
1,0,0,3.5,3.5,2.5,Education,51e8fa8d73317f0a00000139,Education/EDUC115N/How_to_Learn_Math,F8B8E36315AFF61BB79A4E16C8BD954F,19-07-2013 08:36,CommentThread,FALSE,FALSE,0,None,9
1,0,0,5.5,2.5,3,Education,51fa03af05e4791200000065,Education/EDUC115N/How_to_Learn_Math,F601C910FB9ECC798D7E4F903A62F7B1,01-08-2013 06:43,CommentThread,FALSE,FALSE,0,None,6
1,0,0,4,3.5,2,Education,51f15c9529836b1600000013,Education/EDUC115N/How_to_Learn_Math,859C06BA4EE5F24292E2A24CD8FA2BDE,25-07-2013 17:12,Comment,FALSE,FALSE,0,51ed8d4a93d2250a0000004f,56
1,0,0,4.5,3.5,2,Education,522bc0b871693b120000000b,Education/EDUC115N/How_to_Learn_Math,422E85A27DDDC80F091C80B7EB3DA47E,08-09-2013 00:11,CommentThread,FALSE,FALSE,0,None,4
1,0,0,4,3.5,1.5,Education,520f9855b2c4e61600000001,Education/EDUC115N/How_to_Learn_Math,2E00AA17441D9A6BE4515E1CAF445C4D,17-08-2013 15:35,Comment,FALSE,FALSE,0,51fa6ae48d66ce1600000013,163
1,0,0,5.5,3,2.5,Education,5206fc03935dfc0a0000001c,Education/EDUC115N/How_to_Learn_Math,DA1431A5FBA6DD617D137CDA3169DF7D,11-08-2013 02:50,Comment,FALSE,FALSE,0,51e7f4ea73317f160000001d,421
1,0,0,3,3.5,1.5,Education,51fbdddffc3e531600000083,Education/EDUC115N/How_to_Learn_Math,06A55012BCA513990C7369DBD065471E,02-08-2013 16:27,Comment,FALSE,FALSE,0,51e5489de339d71600000044,39
1,0,1,4.5,2.5,3,Education,52099ce784e4c61200000017,Education/EDUC115N/How_to_Learn_Math,DE721676D339D96C7F3C0701447BAAC9,13-08-2013 02:41,CommentThread,FALSE,FALSE,0,None,7
1,1,0,4.5,3,4.5,Education,5203124b3ea6941600000038,Education/EDUC115N/How_to_Learn_Math,E759A7B841E767261727430D4B202D3C,08-08-2013 03:36,CommentThread,FALSE,FALSE,0,None,12
1,0,0,4.5,3.5,2,Education,523afe59ba91260a00000036,Education/EDUC115N/How_to_Learn_Math,9C1C9C8CCD7B6D69AF6ECFCD3F9E1F5E,19-09-2013 13:38,CommentThread,FALSE,FALSE,0,None,1
1,0,1,4,3.5,2,Education,51f5dab4e06119120000002e,Education/EDUC115N/How_to_Learn_Math,6BB5F446F08F0EE253B633E9E837A07A,29-07-2013 03:00,CommentThread,FALSE,FALSE,0,None,45
1,0,0,4.5,3,2.5,Education,520bf1c30ff67a120000003b,Education/EDUC115N/How_to_Learn_Math,6B12A15A98DF17F884B5033B99626FAD,14-08-2013 21:08,CommentThread,FALSE,FALSE,0,None,3
1,0,0,4,3,2.5,Education,5201bbecad4a410a000000a3,Education/EDUC115N/How_to_Learn_Math,710543DA9183FBAC83EDD3B250B8B364,07-08-2013 03:15,CommentThread,FALSE,FALSE,0,None,6
1,0,0,5,2.5,2.5,Education,520aded2d227f90e00000058,Education/EDUC115N/How_to_Learn_Math,F3ED9360906926534E6AF4A1D0CE44CE,14-08-2013 01:35,CommentThread,FALSE,FALSE,0,None,0
1,0,0,5,3,2.5,Education,520dbe5a21b8031600000064,Education/EDUC115N/How_to_Learn_Math,36C6DD21EFD9486135EB8758E66E094E,16-08-2013 05:53,CommentThread,FALSE,FALSE,0,None,5
1,0,0,4.5,3,2.5,Education,52042da1d01fec1600000019,Education/EDUC115N/How_to_Learn_Math,E3654C42AD253420BF72A5208972CAF7,08-08-2013 23:45,CommentThread,FALSE,FALSE,1,None,7
1,0,0,5,3.5,2,Education,520e1c3a21b8030e00000060,Education/EDUC115N/How_to_Learn_Math,7B98B1AF466316A07967B9B41DBB3BF1,16-08-2013 12:34,CommentThread,FALSE,FALSE,0,None,8
1,0,0,3.5,3,3,Education,524367ca36d2db0a00000057,Education/EDUC115N/How_to_Learn_Math,C4CFE437AE9BC983997B18418E49AF9A,25-09-2013 22:46,CommentThread,FALSE,FALSE,0,None,9
1,0,0,4.5,3,2.5,Education,51e9eebd626eff880800003c,Education/EDUC115N/How_to_Learn_Math,DDDD87063842B33FC62964AB545E0E02,20-07-2013 01:58,Comment,FALSE,FALSE,0,51e9dad8626eff0a000000b4,34
1,0,0,4.5,3,3,Education,51fc6a1b0d1d360e00000079,Education/EDUC115N/How_to_Learn_Math,B0CBA77840650351C45D9413DB0B0A16,03-08-2013 02:25,Comment,FALSE,FALSE,0,51ee2aac7446c41400000018,30
1,0,0,4.5,3.5,2,Education,523fb3306c306e0a00000027,Education/EDUC115N/How_to_Learn_Math,85115E7D35A41D9D8928E406A6A96D2D,23-09-2013 03:19,CommentThread,FALSE,FALSE,0,None,0
