Opinion,Question,Answer,Sentiment,Confusion,Urgency,CourseType,forum_post_id,course_display_name,forum_uid,created_at,post_type,anonymous,anonymous_to_peers,up_count,comment_thread_id,reads
1,0,0,6,4,2.5,Education,520fe85c67a0ef0a00000057,Education/EDUC115N/How_to_Learn_Math,0E41006B030B47A2F34C92156B4390BB,17-08-2013 21:17,CommentThread,FALSE,FALSE,0,None,5
1,0,0,5,3.5,2,Education,521bfe772949830a00000035,Education/EDUC115N/How_to_Learn_Math,F81D4DC67BDC0D6CBE5799B686159E7D,27-08-2013 01:18,CommentThread,FALSE,FALSE,0,None,2
1,0,0,4.5,4,1.5,Education,521867b3fea6d60a0000002b,Education/EDUC115N/How_to_Learn_Math,6BF4D4380A06A0C13327DAD322B4D0C1,24-08-2013 07:58,CommentThread,TRUE,FALSE,0,None,10
1,0,0,4,3,1.5,Education,523f6f53d6624d0a0000000d,Education/EDUC115N/How_to_Learn_Math,FA65B3594BD118DA533B11D4051B413A,22-09-2013 22:29,Comment,FALSE,FALSE,0,523f66c6d6624d1200000007,5
1,0,0,3.5,4.5,2.5,Education,51ed8698b81a82120000008d,Education/EDUC115N/How_to_Learn_Math,3242B94D9274FB3B052EC4A4EF04C4D3,22-07-2013 19:23,Comment,FALSE,FALSE,1,51ed8237b81a820a0000007e,36
1,0,0,4,2.5,4,Education,521355789d9307120000001b,Education/EDUC115N/How_to_Learn_Math,F4E530C2E1A9333E499A1E91A7796C04,20-08-2013 11:39,CommentThread,FALSE,FALSE,0,None,11
1,0,0,4,4,2,Education,51f8afbc2b8ed91200000077,Education/EDUC115N/How_to_Learn_Math,601D708927651306F9D471C0C8107DAD,31-07-2013 06:33,CommentThread,FALSE,FALSE,3,None,42
1,0,0,5,3.5,3,Education,521124ef91fbf00e0000001a,Education/EDUC115N/How_to_Learn_Math,30CADB93E6DE4711193D7BD05F2AE95C,18-08-2013 19:47,Comment,FALSE,FALSE,0,5211137891fbf00e00000010,10
1,0,0,4,4,1.5,Education,5206d6e9b45ea71600000045,Education/EDUC115N/How_to_Learn_Math,3119A15AE6FF0C65342B97BC28A93837,11-08-2013 00:12,CommentThread,FALSE,FALSE,0,None,9
1,0,0,4,4,3,Education,522286526af6d70e00000019,Education/EDUC115N/How_to_Learn_Math,54104BB63DC4523EF6E986A95A34498F,01-09-2013 00:12,CommentThread,FALSE,FALSE,0,None,1
1,0,0,4,3.5,1.5,Education,51e598f2e339d712000001c4,Education/EDUC115N/How_to_Learn_Math,D8274DEA7D075318BAD1B48C1D2DF32E,16-07-2013 19:03,Comment,FALSE,FALSE,0,51e39a8ebf19510a00000040,1117
1,1,0,4.5,4,1.5,Education,5224e2d1005f2d160000001f,Education/EDUC115N/How_to_Learn_Math,109D87ADF66001AD01526E29A3DEAC52,02-09-2013 19:11,Comment,FALSE,FALSE,2,521b9db1f094e01200000011,2357
1,0,0,5,4,2,Education,51eec70b4620910e00000036,Education/EDUC115N/How_to_Learn_Math,8D5F914403CA36E40C177F43693234EE,23-07-2013 18:10,CommentThread,FALSE,FALSE,0,None,6
1,0,0,5.5,3.5,1.5,Education,5224954cdc3ebd1200000039,Education/EDUC115N/How_to_Learn_Math,6AA59D33E4E8A67A4D34F8F77AC50BBC,02-09-2013 13:40,Comment,FALSE,FALSE,0,52247577005f2d1600000001,10
1,0,0,5,3.5,1.5,Education,523940d3c3ce2c0e0000004b,Education/EDUC115N/How_to_Learn_Math,C2EA2CCFE2722A752C150A7C9401F9D5,18-09-2013 05:57,CommentThread,FALSE,FALSE,0,None,3
1,0,0,4.5,3.5,1.5,Education,5225ef022c501f0e00000043,Education/EDUC115N/How_to_Learn_Math,F0842D5A9226A569FC1BC5B814C89C64,03-09-2013 14:15,Comment,FALSE,FALSE,0,522009538b435d160000001e,14
1,0,0,4,3.5,1.5,Education,51f8ac0699a7c60e000000ca,Education/EDUC115N/How_to_Learn_Math,44CD2E1527BACF8943AF341C9ADC04CC,31-07-2013 06:17,Comment,FALSE,FALSE,4,51ef2aca7446c40a000000ca,99
1,0,0,4.5,4,1.5,Education,521b975cf094e00e00000007,Education/EDUC115N/How_to_Learn_Math,CF7F5B1A036E3DE81DBDA67C2677ED0D,26-08-2013 17:58,CommentThread,FALSE,FALSE,0,None,1
1,0,0,4.5,4,2.5,Education,5213dd069d9307120000004f,Education/EDUC115N/How_to_Learn_Math,50F02EF1DA68FF255CE8B04364F18D1A,20-08-2013 21:17,CommentThread,FALSE,FALSE,4,None,67
1,0,0,4.5,3.5,3,Education,520a9a9ed227f90a00000036,Education/EDUC115N/How_to_Learn_Math,91DB6BF4A95D31FB4E6CD23460333218,13-08-2013 20:44,CommentThread,FALSE,FALSE,0,None,4
1,0,0,4,3.5,2,Education,522bba88153b64160000002d,Education/EDUC115N/How_to_Learn_Math,F00DCD92CEF1FCF1E9E6D6BF080C2A5E,07-09-2013 23:45,CommentThread,FALSE,FALSE,0,None,2
1,0,0,4,4.5,3.5,Education,522d9014f0d8990e00000041,Education/EDUC115N/How_to_Learn_Math,F3CCEFA96C1DE75EE047BFBE2A5EF7E3,09-09-2013 09:08,CommentThread,FALSE,FALSE,1,None,8
1,0,0,3.5,3,3,Education,51e801cc73317f0a00000020,Education/EDUC115N/How_to_Learn_Math,076A3D9C7552E26F6B2632E762EF3B60,18-07-2013 14:55,CommentThread,FALSE,FALSE,0,None,7
1,0,0,3.5,4.5,2,Education,522e2c3faf90a41600000012,Education/EDUC115N/How_to_Learn_Math,530B116506519B77F7578AD493F2733D,09-09-2013 20:14,CommentThread,FALSE,FALSE,0,None,2
1,0,0,4.5,4,3.5,Education,523ca9824921950e0000000d,Education/EDUC115N/How_to_Learn_Math,6CD9DCF592C996229A1E82DEA3882F06,20-09-2013 20:01,Comment,FALSE,FALSE,0,523c56e64921950e00000007,7
1,0,0,4.5,4,3,Education,520e9187d59d511600000031,Education/EDUC115N/How_to_Learn_Math,E29BF34E835ADA11F33B46AF10C10104,16-08-2013 20:54,CommentThread,FALSE,FALSE,0,None,8
1,0,0,4.5,3.5,1.5,Education,52372b42bbdb9a1200000005,Education/EDUC115N/How_to_Learn_Math,B34A851805B2831C3B4616D266FCF7C7,16-09-2013 16:01,Comment,FALSE,FALSE,0,52363375cb19951600000024,4
1,0,0,4.5,3.5,2,Education,52100ce2b2c4e60a00000036,Education/EDUC115N/How_to_Learn_Math,586AFEAA4AB946EDB4E48436C07703E9,17-08-2013 23:53,CommentThread,FALSE,FALSE,0,None,5
1,0,0,4,3.5,2,Education,5240ebc8fea530120000001e,Education/EDUC115N/How_to_Learn_Math,EBDEFAEEC61BA30B37C682CAB63545EA,24-09-2013 01:32,CommentThread,FALSE,FALSE,0,None,0
1,0,0,4,3.5,2.5,Education,51e61cf8e339d712000002e9,Education/EDUC115N/How_to_Learn_Math,5FCDCD5606957ECF6EBF031B080340ED,17-07-2013 04:26,CommentThread,FALSE,FALSE,1,None,13
1,0,0,3.5,4,2,Education,51e9bc55626eff1200000089,Education/EDUC115N/How_to_Learn_Math,38CA5F3BDAB47BE19514A27DD8103079,19-07-2013 22:23,Comment,FALSE,FALSE,0,51e725aca5474f0a000000c8,3
1,0,0,4,4,1.5,Education,51e7ec83e8a5120e0000006d,Education/EDUC115N/How_to_Learn_Math,28D9CC8CED7066D55B75AE6E4BC1BBFB,18-07-2013 13:24,Comment,FALSE,FALSE,0,51e7c999a5474f1200000142,21
1,0,0,4,4,1.5,Education,523a5800ba91260e0000000d,Education/EDUC115N/How_to_Learn_Math,0FB215D89F1DAE5A4A005DAFC37E8B7E,19-09-2013 01:48,CommentThread,FALSE,FALSE,0,None,1
1,0,0,4.5,4.5,2,Education,51fec7bbbd1a050a00000020,Education/EDUC115N/How_to_Learn_Math,F82C54F4656E2D631C1B2D4FFF157D38,04-08-2013 21:29,Comment,FALSE,FALSE,0,51fec509f09ff90a0000004d,12
1,0,0,4.5,4,2,Education,51fa8dfd05e4790a00000096,Education/EDUC115N/How_to_Learn_Math,8291C168BBC0760838F6C0AE409164EE,01-08-2013 16:34,Comment,FALSE,FALSE,0,51f7cf582fab481600000072,22
1,0,0,5,3.5,3,Education,51fe4381f09ff91200000009,Education/EDUC115N/How_to_Learn_Math,E6DE411A8189B04939EE08ED0BCE6173,04-08-2013 12:05,CommentThread,FALSE,FALSE,0,None,2
1,0,0,4,4,2,Education,51e6e664a5474f1600000076,Education/EDUC115N/How_to_Learn_Math,2BB1A563B7A9BA66B96644BBB7328960,17-07-2013 18:45,CommentThread,FALSE,FALSE,2,None,24
1,0,0,4,4,2,Education,51e844a373317f1200000092,Education/EDUC115N/How_to_Learn_Math,B1C6158218C596AADAC89B9F7C78A363,18-07-2013 19:40,CommentThread,FALSE,FALSE,0,None,8
1,0,0,4,3.5,2,Education,51fe5557f09ff91600000015,Education/EDUC115N/How_to_Learn_Math,24C0F335A818F07775071AD827744637,04-08-2013 13:21,CommentThread,FALSE,FALSE,0,None,0
1,0,0,4,3,2,Education,51ff37c1f09ff90a000000aa,Education/EDUC115N/How_to_Learn_Math,3AA866B719416B1EE5E36FB834771872,05-08-2013 05:27,CommentThread,FALSE,FALSE,0,None,10
1,0,0,3.5,3.5,2,Education,520c10134c2f320e000000a9,Education/EDUC115N/How_to_Learn_Math,53E8309008B37E0FFE1092B0AE7E219B,14-08-2013 23:17,Comment,FALSE,FALSE,0,520beda70ff67a160000002d,11
1,0,0,4.5,3.5,2,Education,51ee9e134620911600000008,Education/EDUC115N/How_to_Learn_Math,52BF9A00C405247DCAA49F6809262D7F,23-07-2013 15:15,CommentThread,FALSE,FALSE,0,None,36
1,0,0,4.5,3.5,2,Education,520bb53d0ff67a120000001a,Education/EDUC115N/How_to_Learn_Math,3B35D6F011DF873B6F712DD663D8E62C,14-08-2013 16:50,CommentThread,FALSE,FALSE,0,None,4
1,0,0,5,3.5,1.5,Education,524278fa8e80550e0000006c,Education/EDUC115N/How_to_Learn_Math,4E77EC34E40217D108D0810D36C32826,25-09-2013 05:47,Comment,FALSE,FALSE,0,5227736ada064a160000000d,51
1,0,0,5.5,3.5,1.5,Education,520e2cb7d3941a0a00000039,Education/EDUC115N/How_to_Learn_Math,CCE7713DCEB8517FDA64E327E20860D4,16-08-2013 13:44,Comment,FALSE,FALSE,1,520d986621b8030e00000045,102
1,0,0,5,4,1.5,Education,51e4145b286279120000006b,Education/EDUC115N/How_to_Learn_Math,AB46D8783AB39CA56AF07C8851871A6C,15-07-2013 15:25,Comment,FALSE,FALSE,1,51e3716ebf19510e0000001c,9313
1,1,0,3,3.5,3,Education,5202a1f7b65d7d16000000bf,Education/EDUC115N/How_to_Learn_Math,430908E6E1E03080327659010E1AFF12,07-08-2013 19:37,Comment,FALSE,FALSE,0,52029eba93ef590e0000004c,8
1,0,0,3.5,4,2,Education,5202a447b65d7d0a000000ab,Education/EDUC115N/How_to_Learn_Math,AFCD47022F0D6749D17BAC915C5CC791,07-08-2013 19:47,Comment,FALSE,FALSE,0,52028b41b65d7d16000000ab,5
1,0,0,4,4,2,Education,51fb20b6fc3e530a0000005a,Education/EDUC115N/How_to_Learn_Math,DDDD87063842B33FC62964AB545E0E02,02-08-2013 03:00,CommentThread,FALSE,FALSE,0,None,4
1,0,0,5.5,3.5,2.5,Education,5240e9f3f2bd350e0000000e,Education/EDUC115N/How_to_Learn_Math,0887A7C9AAA175F82CE69DDFBD2AD247,24-09-2013 01:25,Comment,FALSE,FALSE,0,5231fcca6330f60a00000003,20
1,0,0,4.5,3,2,Education,51fab209fc3e530e0000000a,Education/EDUC115N/How_to_Learn_Math,F8240D030ACF5CDFB2D50F69989CA8D9,01-08-2013 19:07,Comment,FALSE,FALSE,0,51eebfc67446c40e00000071,90
1,0,0,4.5,4,2,Education,51e4b9552862790a000003ff,Education/EDUC115N/How_to_Learn_Math,CE6E5EA55B7CBC31EFD792D94E1ACF80,16-07-2013 03:09,CommentThread,FALSE,FALSE,0,None,13
1,0,0,3.5,3.5,1.5,Education,51e69535a335690a00000093,Education/EDUC115N/How_to_Learn_Math,B9581B99F8B2BA9CF16C79193C3CB992,17-07-2013 12:59,Comment,FALSE,FALSE,0,51e5687ce339d70e000000c4,27
1,0,0,4,4,2,Education,51e5b562e339d70a00000236,Education/EDUC115N/How_to_Learn_Math,F5E5D2EA267FF8C58FA0884397919128,16-07-2013 21:04,CommentThread,FALSE,FALSE,1,None,19
1,0,0,4,4,1.5,Education,51e5d93ce339d70e00000276,Education/EDUC115N/How_to_Learn_Math,5DFD8DF80F072BE2EA0332FB965AAD91,16-07-2013 23:37,Comment,FALSE,FALSE,0,51e5cf54e339d70e0000025c,14
1,0,0,3,4,2,Education,51eb62ac0ad94c1600000056,Education/EDUC115N/How_to_Learn_Math,3310A2BDC006F050AC2313DCAC0BD469,21-07-2013 04:25,Comment,FALSE,FALSE,0,51eb62180ad94c0a0000005a,53
1,0,0,5,4,2,Education,520e6e9ed3941a0a0000005b,Education/EDUC115N/How_to_Learn_Math,6A830230442C162CE41A6490EA49A89A,16-08-2013 18:25,CommentThread,FALSE,FALSE,0,None,6
1,0,0,5.5,4,4,Education,522e4028af90a41600000018,Education/EDUC115N/How_to_Learn_Math,7ACD426A4F192C877020F66ECE67F644,09-09-2013 21:39,CommentThread,FALSE,FALSE,0,None,2
1,0,0,4,4,2.5,Education,522376d6e57d600e00000016,Education/EDUC115N/How_to_Learn_Math,91428C6555E8CDBD4255B56D25C681A9,01-09-2013 17:18,Comment,FALSE,FALSE,0,5223651f6af6d7160000003e,10
1,0,0,5,4,1.5,Education,51ef436f4620911600000095,Education/EDUC115N/How_to_Learn_Math,B4F050594E020B504291418BDE13D420,24-07-2013 03:01,Comment,FALSE,FALSE,0,51ef304d7446c40e000000c1,26
1,0,0,5,4,1.5,Education,5223c1d0e57d60160000002b,Education/EDUC115N/How_to_Learn_Math,F3FD6C41A4A6B7F6CC0FEA94322965DC,01-09-2013 22:38,Comment,FALSE,FALSE,0,522375826af6d7120000003f,6
1,0,0,3.5,4,2,Education,522179ff009661120000001d,Education/EDUC115N/How_to_Learn_Math,9D54F0C32FEA1FE9B3B3770260B88EC0,31-08-2013 05:07,CommentThread,FALSE,FALSE,1,None,22
0,0,0,3.5,4,1.5,Education,51f7b4de99a7c60a00000011,Education/EDUC115N/How_to_Learn_Math,8741A28EA44510E8C4D9759EAB83BC09,30-07-2013 12:43,Comment,FALSE,FALSE,0,51f27f0329836b1600000074,160
1,0,0,4,4,1.5,Education,520e695cd3941a0a00000058,Education/EDUC115N/How_to_Learn_Math,CC8AC68618D94D6F9E893B4EBE385598,16-08-2013 18:03,Comment,FALSE,FALSE,0,5204acec61cbf50a00000086,91
1,0,0,4,4.5,2,Education,520698c4b45ea71100000031,Education/EDUC115N/How_to_Learn_Math,B3CB44F64E6B8B7C07951B2A9A85FC1E,10-08-2013 19:47,CommentThread,FALSE,FALSE,0,None,2
1,0,0,4.5,4,2,Education,51eea5284620910e00000019,Education/EDUC115N/How_to_Learn_Math,0485DE203B79F38E8FC160FDB4970DEB,23-07-2013 15:45,Comment,FALSE,FALSE,0,51ee98147446c40a0000003e,35
1,0,0,5,3.5,2,Education,521c14802949830a0000003c,Education/EDUC115N/How_to_Learn_Math,2906B60568E344F0F4029E0F0A48CDE5,27-08-2013 02:52,Comment,FALSE,FALSE,0,521bfe772949830a00000035,2
1,0,0,4,4,1.5,Education,521ebb89098b6b0e00000014,Education/EDUC115N/How_to_Learn_Math,CF3815DDCD437D80CB048099D04A29B5,29-08-2013 03:10,Comment,FALSE,FALSE,0,521e8fc56ff58c0e00000025,10
1,0,0,3.5,3,3,Education,522924ee4ffe970e00000020,Education/EDUC115N/How_to_Learn_Math,CBC4E93225B3D194638288826E9B1CE3,06-09-2013 00:42,CommentThread,FALSE,FALSE,0,None,4
1,0,0,3.5,4,2,Education,51ee9fd87446c41400000041,Education/EDUC115N/How_to_Learn_Math,6C26A8D3E7D69BBC329D9E862B85A41E,23-07-2013 15:23,CommentThread,FALSE,FALSE,0,None,17
1,0,0,4,4.5,3.5,Education,51e4f07928627916000005e6,Education/EDUC115N/How_to_Learn_Math,9D5D30F7FBD57F239E3CA088D161436F,16-07-2013 07:04,CommentThread,FALSE,FALSE,2,None,33
1,0,0,4,4,2,Education,521f9c488b435d1200000005,Education/EDUC115N/How_to_Learn_Math,01EC1C2289197E280308FE8DC286BF4E,29-08-2013 19:08,CommentThread,FALSE,FALSE,0,None,4
1,0,0,4,4,2,Education,51f12c6ec106890a00000022,Education/EDUC115N/How_to_Learn_Math,461D1AAF568620C17E9819ABFD1B46B8,25-07-2013 13:47,CommentThread,FALSE,FALSE,0,None,55
1,0,0,4,3,3,Education,51f03d28a7f5661100000088,Education/EDUC115N/How_to_Learn_Math,BA0765638B90E25D70FF863488F68C90,24-07-2013 20:46,CommentThread,FALSE,FALSE,0,None,13
1,0,0,5,5,4,Education,51f1124ec0017f16000000a4,Education/EDUC115N/How_to_Learn_Math,A6A06E9E12A1B754955EE93B7F4B5C85,25-07-2013 11:55,CommentThread,FALSE,FALSE,0,None,12
1,0,0,3.5,4,3.5,Education,52464ed7b1ebb34b0000000c,Education/EDUC115N/How_to_Learn_Math,C1059ECAF79F2891D21E59B16ED2E85F,28-09-2013 03:36,CommentThread,FALSE,FALSE,0,None,17
1,0,0,4.5,4,2,Education,51e5c20de339d70e00000237,Education/EDUC115N/How_to_Learn_Math,AC8289552B538F3F6BDF2A4098637CD4,16-07-2013 21:58,CommentThread,FALSE,FALSE,2,None,17
0,0,0,4.5,4,1.5,Education,521512ebf32989160000000a,Education/EDUC115N/How_to_Learn_Math,4CB7440631819BEA777C2EAAA39839B8,21-08-2013 19:20,CommentThread,FALSE,FALSE,0,None,5
1,0,0,5.5,4,1.5,Education,51e61328e339d716000002ee,Education/EDUC115N/How_to_Learn_Math,322E09D193FF238B033A878B766C0219,17-07-2013 03:44,Comment,FALSE,FALSE,0,51e3716ebf19510e0000001c,9313
1,0,0,5,4,2,Education,5242354a5be39b160000004b,Education/EDUC115N/How_to_Learn_Math,ADC2A5EBE9275E70C52DCE0C43B6F97C,25-09-2013 00:58,CommentThread,FALSE,FALSE,0,None,0
1,0,0,4.5,4,2,Education,51fdc8142c9f280a00000044,Education/EDUC115N/How_to_Learn_Math,F82CC21B675F036FBE7A9A05586D20BF,04-08-2013 03:18,CommentThread,FALSE,FALSE,0,None,10
1,0,0,4,3.5,2,Education,51f1e2e5c106890e00000092,Education/EDUC115N/How_to_Learn_Math,0827C290C58DD3356C8B378548BAF527,26-07-2013 02:45,CommentThread,FALSE,FALSE,0,None,11
1,0,0,5,4,2,Education,520e5736d3941a1100000043,Education/EDUC115N/How_to_Learn_Math,7BD5DA5C71B526509144196508B25B8B,16-08-2013 16:45,CommentThread,FALSE,FALSE,0,None,2
1,0,0,4.5,3.5,1.5,Education,522d8041f0d899120000003e,Education/EDUC115N/How_to_Learn_Math,AA7B6EF961C3DA9489AEE4928198BB44,09-09-2013 08:01,CommentThread,FALSE,FALSE,2,None,3
1,0,0,4.5,3.5,2.5,Education,5232b3c331ee981600000014,Education/EDUC115N/How_to_Learn_Math,DAAF02ABA50039E0A1060D6532818D34,13-09-2013 06:42,CommentThread,FALSE,FALSE,0,None,5
1,0,0,4.5,4,2,Education,523f68e8d6624d0a0000000a,Education/EDUC115N/How_to_Learn_Math,CEEB8694BE1FDA7EBD862E5B7A584583,22-09-2013 22:02,CommentThread,FALSE,FALSE,0,None,4
1,0,0,4,2.5,3,Education,521ad39fc838ab1200000042,Education/EDUC115N/How_to_Learn_Math,E2A3B8EB9F09FA435E1250BB53B25A78,26-08-2013 04:03,CommentThread,FALSE,FALSE,0,None,2
1,0,0,4,3.5,2,Education,52411e8b067ebf0a0000002d,Education/EDUC115N/How_to_Learn_Math,64E1E785B922C2A7F06655B20928A2B7,24-09-2013 05:09,CommentThread,FALSE,FALSE,0,None,0
1,0,0,4.5,3,3,Education,521b9edef094e01200000012,Education/EDUC115N/How_to_Learn_Math,2271E18CB397206433B26DCEB678A171,26-08-2013 18:30,Comment,FALSE,FALSE,0,521a03227d48e11600000036,9
1,0,0,5.5,3.5,2,Education,5228575ada064a0a00000020,Education/EDUC115N/How_to_Learn_Math,DD4DBF20D9C6E1C92E9F4E37EE1F1159,05-09-2013 10:05,CommentThread,FALSE,FALSE,1,None,16
1,0,0,6.5,3.5,2.5,Education,51fc2c200d1d360e0000005c,Education/EDUC115N/How_to_Learn_Math,EEAED8BA919CD16759474393BF8DC66E,02-08-2013 22:01,Comment,FALSE,FALSE,0,51fc27920d1d36150000006d,13
1,0,0,4.5,3,2,Education,51e6f8f4a335691200000125,Education/EDUC115N/How_to_Learn_Math,C3AFE19DB0913ABA1F3BC11D0DD39821,17-07-2013 20:05,CommentThread,FALSE,FALSE,2,None,6
1,0,0,4,3.5,1.5,Education,51eaa5ae0ad94c1200000014,Education/EDUC115N/How_to_Learn_Math,6FB19D53769BFDFE10A98AAEC90297A5,20-07-2013 14:58,Comment,FALSE,FALSE,0,51eaa5110ad94c1200000011,9
1,0,0,4.5,3.5,1.5,Education,51ef489b462091160000009a,Education/EDUC115N/How_to_Learn_Math,B4F050594E020B504291418BDE13D420,24-07-2013 03:23,Comment,FALSE,FALSE,0,51ef12537446c412000000a0,11
1,0,0,4.5,3.5,2,Education,5227b80b9880f80a00000009,Education/EDUC115N/How_to_Learn_Math,5406F5E1E5535F8E2F2E990A84ACC681,04-09-2013 22:45,CommentThread,FALSE,FALSE,0,None,11
1,0,0,4.5,2.5,2.5,Education,51eee9054620911600000055,Education/EDUC115N/How_to_Learn_Math,D3C214A593B121A97DB10F8662B9513E,23-07-2013 20:35,Comment,FALSE,FALSE,0,51ee40537446c41200000019,30
1,0,0,4.5,2.5,3,Education,5246045a01a1811200000009,Education/EDUC115N/How_to_Learn_Math,8A8103A5D1E28FA23C61EC5806D34653,27-09-2013 22:19,CommentThread,FALSE,FALSE,1,None,13
1,0,0,5,4,2,Education,5210c7e3b2c4e61600000059,Education/EDUC115N/How_to_Learn_Math,CBA92877D623FA912597B7B6949D96AF,18-08-2013 13:10,CommentThread,FALSE,FALSE,0,None,53
1,0,0,5,3.5,1.5,Education,51fac02e8d66ce0e00000049,Education/EDUC115N/How_to_Learn_Math,73EDF73EC4DEDE90246538F230C2BFC7,01-08-2013 20:08,Comment,FALSE,FALSE,0,51fabed78d66ce1200000050,2
1,0,0,4,3,1.5,Education,521c387cf094e00e00000035,Education/EDUC115N/How_to_Learn_Math,4707FFEA9423AE4A3174D9AB3C5A83CC,27-08-2013 05:26,Comment,FALSE,FALSE,0,521c2117f094e00a00000034,15
1,0,0,4,3.5,1.5,Education,522003e48b435d120000001c,Education/EDUC115N/How_to_Learn_Math,FAB23CB7C380FAFB3B78F08286E672A6,30-08-2013 02:31,CommentThread,FALSE,FALSE,5,None,12
